image_path,Pneumonia,Tuberculosis,COVID-19,Lung Opacity
data/raw/chestxray/OpacityLungs/Lung_Opacity-4872.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-6932.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-8470.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-7750.png,0,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-933.png,1,0,0,0
data/raw/chestxray/NormalLungs/Normal-4107.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-1515.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-6975.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-297.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-3358.png,0,0,1,0
data/raw/chestxray/COVIDLungs/COVID-3478.png,0,0,1,0
data/raw/chestxray/COVIDLungs/COVID-539.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-7901.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-5242.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-3769.png,0,0,0,1
data/raw/chestxray/TBLungs/TB.1234.jpg,0,1,0,0
data/raw/chestxray/NormalLungs/Normal-6904.png,0,0,0,0
data/raw/chestxray/TBLungs/TB.405.jpg,0,1,0,0
data/raw/chestxray/TBLungs/TB.1986.jpg,0,1,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-210.png,1,0,0,0
data/raw/chestxray/COVIDLungs/COVID-2351.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-2401.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-7987.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-5451.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-6080.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-2191.png,0,0,0,0
data/raw/chestxray/TBLungs/TB.699.jpg,0,1,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-1095.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-4500.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-7164.png,0,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-230.png,1,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-4692.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-2809.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-5675.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-2631.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-980.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-8280.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-3298.png,0,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-674.png,1,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-5269.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-9443.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-984.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-5072.png,0,0,0,1
data/raw/chestxray/COVIDLungs/COVID-3090.png,0,0,1,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-1177.png,1,0,0,0
data/raw/chestxray/NormalLungs/Normal-8877.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-1777.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-3758.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-5614.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-3615.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-4586.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-7169.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-73.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-5740.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-4694.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-3557.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-889.png,0,0,0,1
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-223.png,1,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-5504.png,0,0,0,1
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-583.png,1,0,0,0
data/raw/chestxray/NormalLungs/Normal-4608.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-1468.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-8536.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-2807.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-8748.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-8754.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-4748.png,0,0,0,1
data/raw/chestxray/TBLungs/TB.993.jpg,0,1,0,0
data/raw/chestxray/TBLungs/TB.933.jpg,0,1,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-3244.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-3843.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-132.png,0,0,0,1
data/raw/chestxray/COVIDLungs/COVID-1425.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-215.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-3152.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-1399.png,0,0,0,0
data/raw/chestxray/TBLungs/TB.349.jpg,0,1,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-893.png,1,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-350.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-1486.png,0,0,0,0
data/raw/chestxray/TBLungs/TB.37.jpg,0,1,0,0
data/raw/chestxray/NormalLungs/Normal-2242.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-3568.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-9816.png,0,0,0,0
data/raw/chestxray/TBLungs/TB.2428.jpg,0,1,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-152.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-8469.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-7718.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-2619.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-6766.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-7485.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-9587.png,0,0,0,0
data/raw/chestxray/TBLungs/TB.1667.jpg,0,1,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-2033.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-8130.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-3948.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-5711.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-8502.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-423.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-1716.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-5011.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-9778.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-2747.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-3046.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-3594.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-191.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-6635.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-61.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-9283.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-6206.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-3504.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-412.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-1793.png,0,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-1305.png,1,0,0,0
data/raw/chestxray/NormalLungs/Normal-9894.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-1067.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-3251.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-3206.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-4778.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-3380.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-2078.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-1384.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-2027.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-10003.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-5630.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-2200.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-7448.png,0,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-1303.png,1,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-910.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-9596.png,0,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-1295.png,1,0,0,0
data/raw/chestxray/COVIDLungs/COVID-1911.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-7623.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-1988.png,0,0,0,1
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-1017.png,1,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-1158.png,1,0,0,0
data/raw/chestxray/TBLungs/TB.1400.jpg,0,1,0,0
data/raw/chestxray/COVIDLungs/COVID-1207.png,0,0,1,0
data/raw/chestxray/TBLungs/TB.1081.jpg,0,1,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-1485.png,0,0,0,1
data/raw/chestxray/TBLungs/TB.1989.jpg,0,1,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-2709.png,0,0,0,1
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-39.png,1,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-3159.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-746.png,0,0,0,1
data/raw/chestxray/TBLungs/TB.440.jpg,0,1,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-5063.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-1702.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-2524.png,0,0,0,1
data/raw/chestxray/TBLungs/TB.1906.jpg,0,1,0,0
data/raw/chestxray/COVIDLungs/COVID-3384.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-2647.png,0,0,0,0
data/raw/chestxray/COVIDLungs/COVID-598.png,0,0,1,0
data/raw/chestxray/COVIDLungs/COVID-3516.png,0,0,1,0
data/raw/chestxray/TBLungs/TB.2386.jpg,0,1,0,0
data/raw/chestxray/NormalLungs/Normal-5638.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-664.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-1575.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-4111.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-9149.png,0,0,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-208.png,1,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-2880.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-7533.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-1766.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-3425.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-348.png,0,0,0,0
data/raw/chestxray/NormalLungs/Normal-985.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-2347.png,0,0,0,1
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-73.png,1,0,0,0
data/raw/chestxray/COVIDLungs/COVID-1122.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-3522.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-2046.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-1864.png,0,0,0,0
data/raw/chestxray/OpacityLungs/Lung_Opacity-5556.png,0,0,0,1
data/raw/chestxray/OpacityLungs/Lung_Opacity-1242.png,0,0,0,1
data/raw/chestxray/NormalLungs/Normal-6125.png,0,0,0,0
data/raw/chestxray/TBLungs/TB.158.jpg,0,1,0,0
data/raw/chestxray/PneumoniaLungs/Viral Pneumonia-1228.png,1,0,0,0
data/raw/chestxray/COVIDLungs/COVID-3134.png,0,0,1,0
data/raw/chestxray/NormalLungs/Normal-4279.png,0,0,0,0
